# Larch Linear Arrays for 05 best results
# Dataset filename: S400_T30_C_57scans_CAL.nor 
# Larch group: s400_t30_c 
# Array name: mu
# Energy fit range: [12272.000000, 12362.000000]
#---------------------------------
#   energy           data             fit_00           fit_01           fit_02           fit_03           fit_04         
  12272.0000000    0.00071052120    0.00045538386    0.00042677960    0.00043142774    0.00042134665    0.00041205600
  12272.5000000    0.00064863581    0.00051944807    0.00048948404    0.00049681610    0.00048712579    0.00047812911
  12273.0000000    0.00077550973    0.00057980376    0.00054921389    0.00055417813    0.00054307274    0.00053473894
  12273.5000000    0.00095404460    0.00061823727    0.00058264384    0.00058940886    0.00057234793    0.00056701538
  12274.0000000    0.00110659870    0.00061820210    0.00058346886    0.00058673954    0.00057162154    0.00056624467
  12274.5000000    0.00113540530    0.00078464918    0.00074059163    0.00074387798    0.00072489512    0.00071879990
  12275.0000000    0.00121180930    0.00086968157    0.00082726850    0.00083487408    0.00081216242    0.00081066144
  12275.5000000    0.00152718580    0.00104403024    0.00099236445    0.00100956664    0.00098294534    0.00097844683
  12276.0000000    0.00211001940    0.00121027094    0.00115668606    0.00117139698    0.00115029825    0.00114229044
  12276.5000000    0.00160638290    0.00129014801    0.00122793983    0.00124812045    0.00122149054    0.00121656343
  12277.0000000    0.00188560360    0.00144458506    0.00138438607    0.00139464405    0.00136361580    0.00136341842
  12277.5000000    0.00231940080    0.00173801993    0.00166132829    0.00168300563    0.00164720924    0.00165124946
  12278.1000000    0.00289788090    0.00219464941    0.00210691836    0.00213262042    0.00208434145    0.00209290332
  12278.5000000    0.00312987180    0.00252879918    0.00242668098    0.00245912267    0.00240332238    0.00241242964
  12279.0000000    0.00334989280    0.00294151250    0.00283931388    0.00286866819    0.00280473267    0.00281640766
  12279.5000000    0.00419220040    0.00372532710    0.00360459275    0.00364603315    0.00357631288    0.00357241704
  12280.0000000    0.00573190010    0.00462751741    0.00448004001    0.00451681917    0.00443391714    0.00443092632
  12280.5000000    0.00668429280    0.00562182530    0.00541102063    0.00546325032    0.00534593202    0.00535198497
  12281.0000000    0.00858748840    0.00736231988    0.00709678425    0.00714301873    0.00701501306    0.00699313820
  12281.5000000    0.01189164100    0.00997136150    0.00960174900    0.00964889078    0.00949755906    0.00945297656
  12282.0000000    0.01678852400    0.01344497426    0.01294011133    0.01295305970    0.01278900577    0.01269720900
  12282.5000000    0.02406257300    0.01826261262    0.01758288990    0.01755943482    0.01732455839    0.01717671207
  12283.0000000    0.03411638200    0.02699401692    0.02611797050    0.02598633201    0.02564420939    0.02543328063
  12283.5000000    0.05218459900    0.04024576593    0.03895545836    0.03880896656    0.03826307521    0.03779989764
  12284.0000000    0.07852813200    0.06228480577    0.06033333357    0.06017817696    0.05916538695    0.05855931723
  12284.5000000    0.12742520000    0.10110877204    0.09824139216    0.09820894011    0.09660020832    0.09563442693
  12285.0000000    0.19389502000    0.15791991911    0.15383832837    0.15441363852    0.15172453592    0.15058776647
  12285.5000000    0.27035762000    0.23987514103    0.23443491412    0.23652195728    0.23286266011    0.23136245162
  12286.1000000    0.36218466000    0.35228617151    0.34530191597    0.35037882725    0.34536426188    0.34482936837
  12286.5000000    0.43500139000    0.42635545296    0.41828187828    0.42599463341    0.41973972004    0.42055750087
  12287.0000000    0.50053426000    0.51672943690    0.50670136894    0.51776078066    0.50902424685    0.51237917566
  12287.5000000    0.54503484000    0.56963529135    0.55833670178    0.57160106311    0.56084392958    0.56599815189
  12288.0000000    0.56914035000    0.58583095893    0.57335723942    0.58803092387    0.57556770995    0.58112314782
  12288.5000000    0.57189134000    0.58109554335    0.56815630065    0.58310161377    0.57018673332    0.57509586960
  12289.0000000    0.55765001000    0.57006382233    0.55750921315    0.57165255104    0.55880505892    0.56310749258
  12289.5000000    0.56147342000    0.56404057899    0.55254792808    0.56517506810    0.55383509683    0.55713043129
  12290.0000000    0.55508639000    0.56595609887    0.55665614914    0.56715539449    0.55789585614    0.56012148077
  12290.5000000    0.56880681000    0.57358199306    0.56702869896    0.57492909429    0.56821368731    0.56913103551
  12291.0000000    0.57906022000    0.58203217041    0.57859029711    0.58338691707    0.57960183303    0.57889861979
  12291.5000000    0.59809346000    0.59840472268    0.59809812316    0.59991371857    0.59889664607    0.59668599299
  12292.0000000    0.62873854000    0.62219269355    0.62462687547    0.62368236626    0.62510445523    0.62193865932
  12292.5000000    0.66011292000    0.65384315174    0.65908432465    0.65559642776    0.65922313768    0.65554788568
  12293.0000000    0.69062187000    0.68758339443    0.69550496422    0.68983681117    0.69553363288    0.69155946901
  12293.6000000    0.72627779000    0.73161897807    0.74198884493    0.73456811030    0.74204572151    0.73864037538
  12294.0000000    0.75381700000    0.75775680971    0.76949782804    0.76139204253    0.76976975766    0.76674112177
  12294.5000000    0.78474397000    0.78787608588    0.80034323725    0.79184784514    0.80044807209    0.79823993636
  12295.0000000    0.81769693000    0.81444759952    0.82651609496    0.81854730333    0.82677229428    0.82517539935
  12295.5000000    0.83880588000    0.83709332108    0.84795535124    0.84102262652    0.84839962443    0.84736263030
  12296.0000000    0.85955018000    0.85386239412    0.86285851840    0.85710555778    0.86335117354    0.86247623544
  12296.5000000    0.86675145000    0.86633094109    0.87301656683    0.86878482913    0.87337643576    0.87275346121
  12297.0000000    0.87426826000    0.87129356835    0.87619419836    0.87314318108    0.87647864993    0.87561115803
  12297.5000000    0.87687461000    0.87099645416    0.87463549307    0.87239702004    0.87475804106    0.87357684706
  12298.0000000    0.87215059000    0.86941925101    0.87224795423    0.87046339762    0.87209414546    0.87082573666
  12298.5000000    0.86753062000    0.86404909671    0.86625349624    0.86485685373    0.86567166548    0.86460163369
  12299.0000000    0.86020856000    0.86395059675    0.86582393455    0.86457415415    0.86527241905    0.86417953801
  12299.5000000    0.85917432000    0.86045841450    0.86178050820    0.86042786952    0.86058617507    0.85975241774
  12300.0000000    0.85234352000    0.86409837961    0.86450063681    0.86361926581    0.86364432768    0.86283784010
  12300.5000000    0.84628432000    0.86394769480    0.86359114371    0.86278626072    0.86217191875    0.86176897549
  12301.0000000    0.85047469000    0.86897518544    0.86792572669    0.86757151425    0.86689416432    0.86633666295
  12301.6000000    0.85132375000    0.87386989812    0.87231900312    0.87204933984    0.87122218908    0.87069616246
  12302.0000000    0.85598140000    0.87584705516    0.87424424038    0.87388655587    0.87307742852    0.87246366178
  12302.5000000    0.86177910000    0.87718892752    0.87539239114    0.87508028528    0.87416745302    0.87342588383
  12303.0000000    0.86959155000    0.88261171496    0.88058542896    0.88033450138    0.87954909778    0.87856537233
  12303.5000000    0.88294234000    0.88833176548    0.88685745793    0.88636730392    0.88551164346    0.88481730962
  12304.0000000    0.89292760000    0.89503067528    0.89357342750    0.89323094804    0.89221805753    0.89161189414
  12304.5000000    0.89753257000    0.90781156371    0.90676086029    0.90619721209    0.90563030587    0.90467207777
  12305.0000000    0.91771134000    0.91283393691    0.91231490756    0.91155152895    0.91116146665    0.91014313187
  12305.5000000    0.93096918000    0.92094876540    0.92065369052    0.91976848169    0.91943736643    0.91842375659
  12306.0000000    0.94724154000    0.93163407108    0.93170490752    0.93062448550    0.93071490948    0.92931103171
  12306.5000000    0.95510994000    0.94310096007    0.94326874801    0.94230961263    0.94260733690    0.94124533842
  12307.0000000    0.96570229000    0.95144724674    0.95167454825    0.95060122332    0.95099428763    0.94953096492
  12307.5000000    0.97462203000    0.96134179996    0.96154585916    0.96059699143    0.96106969392    0.95970253765
  12308.0000000    0.97337376000    0.96941125044    0.96948432306    0.96850724645    0.96896689250    0.96782285185
  12308.5000000    0.98261545000    0.97640407407    0.97676567868    0.97580709510    0.97649292621    0.97528866556
  12309.0000000    0.98380684000    0.98321404155    0.98368102112    0.98264178502    0.98326436695    0.98243109631
  12309.6000000    0.98805153000    0.99109808919    0.99197206692    0.99069199997    0.99155629480    0.99103303937
  12310.0000000    0.99280671000    0.99636644802    0.99742779883    0.99609367629    0.99705165352    0.99671120730
  12310.5000000    0.99813400000    1.00285574612    1.00378920533    1.00268459219    1.00361438172    1.00349378329
  12311.0000000    1.00381420000    1.00798193534    1.00893058904    1.00766758063    1.00851451620    1.00852818829
  12311.5000000    1.00687260000    1.01195183689    1.01287836380    1.01178274087    1.01241495073    1.01280705334
  12312.0000000    1.01165330000    1.01538087470    1.01653192327    1.01518806851    1.01580547898    1.01635117493
  12312.5000000    1.01489340000    1.02009415204    1.02092321758    1.01989563701    1.02050183361    1.02099160370
  12313.0000000    1.01600600000    1.02350614118    1.02430076634    1.02322413049    1.02393446312    1.02442523484
  12313.5000000    1.02474150000    1.02593239400    1.02674178843    1.02557661072    1.02604450131    1.02686537278
  12314.0000000    1.02415960000    1.02606507564    1.02698840451    1.02582184955    1.02667363921    1.02723684329
  12314.5000000    1.02436560000    1.02408755545    1.02505282771    1.02375649922    1.02460034051    1.02531095326
  12315.0000000    1.02528200000    1.02352468573    1.02454866997    1.02330061495    1.02403766819    1.02502911948
  12315.5000000    1.02475550000    1.02240475945    1.02311324630    1.02212838314    1.02279408009    1.02371591708
  12316.0000000    1.03093380000    1.02026253050    1.02068880582    1.01988160267    1.02064803306    1.02134580004
  12316.5000000    1.02934470000    1.02147069732    1.02199085452    1.02131751272    1.02178218489    1.02294626659
  12317.0000000    1.02685680000    1.02007083450    1.02069111844    1.01989193416    1.02049055972    1.02144960043
  12317.6000000    1.03292370000    1.02611308124    1.02612215673    1.02586506582    1.02606169729    1.02717006488
  12318.0000000    1.03287740000    1.02503037429    1.02507159473    1.02468524985    1.02482567243    1.02569360006
  12318.5000000    1.03603030000    1.02949415309    1.02929943615    1.02925238459    1.02935013521    1.03010343648
  12319.0000000    1.04179930000    1.03246966967    1.03188845614    1.03233098839    1.03201619419    1.03293587989
  12319.5000000    1.04769450000    1.03281113864    1.03237363915    1.03274509755    1.03245928790    1.03321994865
  12320.0000000    1.05016060000    1.03917671206    1.03844035175    1.03915858542    1.03866306880    1.03948373723
  12320.5000000    1.05215770000    1.04296230244    1.04188070813    1.04273987182    1.04207857800    1.04289815192
  12321.0000000    1.05955310000    1.04396422430    1.04272752421    1.04379841295    1.04311529205    1.04385343404
  12321.5000000    1.06073620000    1.04411679136    1.04318733765    1.04417906171    1.04338545521    1.04404152540
  12322.0000000    1.06030370000    1.04837900472    1.04713162181    1.04835115007    1.04753265414    1.04828013397
  12322.5000000    1.06074650000    1.04968654946    1.04844386125    1.04969881675    1.04887433121    1.04976334444
  12323.0000000    1.05835850000    1.05093703316    1.04979122386    1.05095325670    1.05032667648    1.05108040765
  12323.5000000    1.05420370000    1.05512670546    1.05386017163    1.05519764368    1.05443567903    1.05537777234
  12324.0000000    1.06187670000    1.05293100777    1.05144760009    1.05283861770    1.05201488777    1.05272082956
